legis_names,clean_votes,law_unique,same_day
Heger Laaroussi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Salem Labiadh,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Lakhdhar Lajili,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Zied Lakhdhar,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Ali Laraiedh,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Ameur Laraiedh,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Lajmi Lourimi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Maher Madhioub,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Zouhair Maghzaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Mahjoub,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Rim Mahjoub,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Wafa Makhlouf,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Issam Matoussi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Ahmed Mechergui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Taieb Medni,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Abdellatif Mekki,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Sana Mersni,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Lamia Mlayah,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Ikram Moulahi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Abdelfattah Mourou,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Noureddine Mrabti,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Fatma Mseddi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Lotfi Nabli,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Brahim Nacef,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Hassouna Nasfi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Hela Omrane,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Hayet Omri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Taoufik Ouali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Faten  Oueslati,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Leila Oueslati,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Leila Ouled Ali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Imed Ouled Jebril,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Rachdi Bouguerra,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mongi Rahoui,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Zouhair Rejbi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Najla Saadaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Saidane,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Ahmed Saidi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Sana Salhi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Ahmed Seddik,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Moncef Sellami,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Sidhom,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Houda Slim,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Mohsen Soudani,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Amal Souid,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Olfa Soukri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Hedi Soula,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Karima  Taggaz,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Nawel Tayech,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Faycel Tebini,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Houda Tekaya,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Rim Thairi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Nejib Torjmane,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Sofien Toubel,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Radhia Toumi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Troudi,excuse,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Dorra Yaacoubi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Hssine Yahyaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Lilia Younes Ksibi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Leila Zahaf,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Nadia Zangar,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Souad Zaouali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Ridha Zghondi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Yamina Zoghlami,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Hafedh Zouari,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Mohamed Zrig,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Leila ™Chettaoui Bougatef,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,A
Samia Abbou,contre,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Asma Abou Hana,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Lotfi Ali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Hssan Amri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Noura Amri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Mbarka AouaniaŒæ,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Sahbi Atig,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Dalila Babba,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Chakib Bani,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Tarek Barrak,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Mondher Belhaj Ali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Noureddine Ben Achour,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Bechir Ben Amor,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Faouzia Ben Fodha,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Sahbi Ben Fraj,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Sameh Bouhaouel,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Heger Bouzemmi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Monia Brahim,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Ghazi Chaouachi,contre,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Imed Daimi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Mohamed El Hamdi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Hatem Ferjani,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Tarek Fetiti,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Mohamed Jalel Ghedira,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Adnane Hajji,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Salem Hamdi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Jilani Hammami,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Mongi Harbaoui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Karim Helali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Naoufel Jammali,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Houcine Jaziri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Basma Jebali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Taoufik Jemli,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Mahmoud Kahri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Hmed Khaskhoussi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Imed Khemiri,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Abdelaziz Kotti,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Soulef Ksantini,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Ferida Laabidi,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Salem Labiadh,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Zied Lakhdhar,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Ameur Laraiedh,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Issam Matoussi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Ahmed Mechergui,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Sana Mersni,pour,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Fatma Mseddi,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
Taoufik Ouali,absent,Projet de loi NŒÁ25/2016 relatif íæ la rí©vision des avantages fiscaux Article premier amendí© 2017-02-01,B
